# The painted skill effects (Docs/PLAN.md *Skills that look like themselves*).
# name <TAB> kind (sheet = 4x4 flipbook, single = one image) <TAB> the effect.
# tools/skill_fx.py paints each missing one with Meshy's painter under the shared
# style line (PREFIX in the tool), then tools/vfx_sheets.py ships the sheets.
radiance_orb	sheet	a lance of golden holy light flying to the right, a bright white core with a golden spear-shaped glow and a trail of sparkles streaming behind it to the left. All 16 frames are one seamless loop of the lance in flight, the same size and in the same place in every cell.
radiance_pillar	sheet	a pillar of golden holy light striking down from above onto the ground, the base at the bottom centre of each cell. Frames 1 to 3: a thin beam of light touches the ground. Frames 4 to 8: the beam widens into a tall column of white-gold light with rising motes. Frames 9 to 12: it blazes at full width. Frames 13 to 16: it narrows and fades into sparkles until the last frame is nearly black.
radiance_strike	sheet	a giant glowing sword of golden light falling point-first from the sky and plunging into the ground. Frames 1 to 4: the sword of light streaks down from the top of the cell toward the bottom centre. Frames 5 to 7: it pierces the bottom centre in a white flash. Frames 8 to 12: golden rays and a ring of light burst from the impact. Frames 13 to 16: the light fades into sparkles until the last frame is nearly black.
radiance_ring	sheet	a ring of golden light and glowing runes spreading across the ground, seen from directly above. Frames 1 to 3: a small bright ring at the centre. Frames 4 to 10: it expands outward as a thin golden ring trailing sparkles, the centre dark. Frames 11 to 16: the ring thins into motes and fades before it reaches the cell's edge.
radiance_aura	sheet	a rising aura of golden light motes and small feathers of light around an invisible standing figure: the centre of each cell stays dark and empty, streams of golden light spiral upward around it. All 16 frames are one seamless loop.
radiance_circle	single	a holy magic circle seen from directly above: concentric rings of glowing golden runes and sun glyphs, a twelve-rayed sun star at the centre, thin bright engraved lines, perfectly symmetric, the circle filling the image.
umbra_burst	sheet	a burst of shadow magic at the centre as a blow of dark magic lands: a violet-black implosion that explodes outward as purple-black smoke with magenta sparks. Frames 1 to 2: a dark core with a magenta rim. Frames 3 to 7: shadow smoke and wisps burst outward. Frames 8 to 12: the smoke billows and curls with sparks. Frames 13 to 16: it thins and fades until the last frame is nearly black.
umbra_slash	sheet	a curved crescent slash of dark violet shadow energy sweeping from the upper right down to the lower left, a blade trail of shadow with a magenta edge and trailing wisps. Frames 1 to 3: the crescent streaks across with a bright magenta leading edge. Frames 4 to 8: it burns at full length, wisps curling off it. Frames 9 to 16: it dissolves into smoke and fades until the last frame is nearly black.
umbra_orb	sheet	a sphere of swirling shadow with a bright magenta core, flying to the right, dark violet wisps trailing behind it to the left. All 16 frames are one seamless loop of the sphere in flight, the same size and in the same place in every cell.
umbra_pillar	sheet	shadow tendrils and dark violet flames erupting from a black pool in the ground, the base at the bottom centre of each cell. Frames 1 to 3: a dark pool opens with a magenta rim. Frames 4 to 8: writhing shadow tendrils shoot upward. Frames 9 to 12: they lash at full height wrapped in violet flame. Frames 13 to 16: they sink back and fade until the last frame is nearly black.
umbra_strike	sheet	a spear of dark violet energy falling from the sky onto the ground. Frames 1 to 4: the shadow spear with a magenta trail streaks down from the top of the cell toward the bottom centre. Frames 5 to 7: it strikes the bottom centre in a magenta flash. Frames 8 to 12: a burst of shadow smoke and wisps spreads from the impact. Frames 13 to 16: it fades until the last frame is nearly black.
umbra_ring	sheet	a ring of dark violet energy and wisps spreading across the ground, seen from directly above. Frames 1 to 3: a small magenta ring at the centre. Frames 4 to 10: it expands outward as a thin ring of shadow trailing wisps, the centre dark. Frames 11 to 16: the ring thins into smoke and fades before it reaches the cell's edge.
umbra_aura	sheet	a swirling aura of dark violet mist and wisps rising around an invisible standing figure: the centre of each cell stays dark and empty, shadow wisps spiral upward around it with magenta sparks. All 16 frames are one seamless loop.
umbra_circle	single	a dark magic circle seen from directly above: concentric rings of glowing violet runes, a crescent moon and an eye glyph, a jagged star at the centre, thin bright engraved lines in violet and magenta, perfectly symmetric, the circle filling the image.
heal	sheet	a healing effect: from the bottom of each cell green and gold leaves and sparkles spiral upward while a soft green glow blooms at the centre. Frames 1 to 4: the first leaves and sparkles rise. Frames 5 to 10: the green-gold glow blooms at full strength with leaves swirling. Frames 11 to 16: it softens and fades until the last frame is nearly black.
buff	sheet	a power-up effect: blue-white streaks of light rise from the bottom of each cell with upward chevrons of light. Frames 1 to 4: the streaks rise. Frames 5 to 9: a bright flare of rising light at full strength. Frames 10 to 16: it fades upward until the last frame is nearly black.
debuff	sheet	a curse effect: red and purple chains of light and a dark sigil descend from the top of each cell onto the centre. Frames 1 to 4: the sigil and chains drop. Frames 5 to 9: they tighten and crack with red light. Frames 10 to 16: they dissolve downward and fade until the last frame is nearly black.
shield	sheet	a protective barrier forming: a translucent dome of blue-white light with a faint hexagonal pattern grows up around the centre from the bottom of the cell. Frames 1 to 5: the dome rises and closes. Frames 6 to 11: it shimmers at full strength. Frames 12 to 16: it settles to a faint glow and fades until the last frame is nearly black.
cleanse	sheet	a purifying wash: a ring of white light with sparkles sweeps upward from the bottom of each cell, burning away a few dark wisps. Frames 1 to 5: the ring rises. Frames 6 to 10: sparkles scatter, the wisps dissolving. Frames 11 to 16: it fades until the last frame is nearly black.
revive	sheet	a resurrection: a column of golden light rises from the bottom of each cell and opens into a pair of glowing wings of light with rising feathers. Frames 1 to 4: the column rises. Frames 5 to 10: the wings of light spread wide. Frames 11 to 16: they fold into sparkles and fade until the last frame is nearly black.
stun	sheet	a dizzy halo: small golden stars and sparks circling in a flat ring, seen from slightly above. All 16 frames are one seamless loop of the ring turning.
freeze	sheet	ice crystals forming around the centre of each cell: jagged pale blue ice grows up from the bottom and encases the centre in frost. Frames 1 to 5: the crystals grow. Frames 6 to 11: the ice glitters at full size with frost mist. Frames 12 to 16: it cracks and fades until the last frame is nearly black.
burn	sheet	flames licking upward around an empty centre, like a body on fire: orange and red flames with embers rise from the bottom of each cell. All 16 frames are one seamless loop.
drain	sheet	a stream of crimson life energy flowing from the right of each cell to the left in twisting wisps and droplets of red light. All 16 frames are one seamless loop.
spark	sheet	a physical hit spark as a weapon strikes armour: a white-hot star flash with sharp spikes and flying bright metal sparks. Frames 1 to 3: the flash. Frames 4 to 8: the sparks fly outward. Frames 9 to 16: they dim and fall until the last frame is nearly black.
dust	sheet	a low cloud of brown-grey dust and small rocks puffing out wide along the ground at the bottom of each cell as something heavy lands. Frames 1 to 4: the dust bursts out low and wide. Frames 5 to 11: it rolls and billows. Frames 12 to 16: it settles and fades until the last frame is nearly black.
arrow	single	a single arrow in flight pointing to the right, a thin dark wooden shaft, a sharp bright steel arrowhead and pale fletching, with a faint glowing streak trailing behind it, the arrow horizontal across the middle of the image.
volley	sheet	a rain of glowing arrows falling steeply from the upper left onto the ground: dozens of streaking arrows descend and spark where they strike the bottom of each cell. Frames 1 to 5: the arrows streak down. Frames 6 to 11: they strike in bursts of sparks and dust. Frames 12 to 16: the sparks fade until the last frame is nearly black.
meteor	sheet	a massive flaming meteor crashing down from the upper left onto the ground at the bottom centre. Frames 1 to 4: the huge burning rock with a long trail of fire descends. Frames 5 to 7: it hits in a blinding white flash. Frames 8 to 12: a colossal dome of fire, molten rock and debris erupts. Frames 13 to 16: smoke and embers fade until the last frame is nearly black.
tidal	sheet	a huge ocean wave crashing from the left of each cell to the right: deep blue water with white foam and spray. Frames 1 to 4: the wave rises on the left. Frames 5 to 9: it curls over and crashes across the cell. Frames 10 to 13: spray and foam burst upward. Frames 14 to 16: the mist fades until the last frame is nearly black.
tornado	sheet	a towering tornado of pale green wind with leaves and debris spinning around it, the base at the bottom centre of each cell, reaching the top. All 16 frames are one seamless loop of the tornado spinning.
holyblade	sheet	a colossal sword of golden light descending point-first from the top of each cell and plunging into the ground at the bottom centre. Frames 1 to 4: the sword descends, its edges blazing. Frames 5 to 7: it strikes in a white flash. Frames 8 to 12: rays and a ring of light burst from the impact with the sword standing in it. Frames 13 to 16: the sword dissolves into golden sparkles until the last frame is nearly black.
maw	sheet	giant shadowy jaws of a beast rising from the ground at the bottom of each cell and snapping shut: dark violet smoke forms the jaws with glowing magenta fangs and eyes. Frames 1 to 4: the jaws rise open. Frames 5 to 8: they snap shut. Frames 9 to 16: they dissolve into smoke and wisps until the last frame is nearly black.
spikes	sheet	a line of jagged stone spikes erupting from the ground one after another across the bottom of each cell, rubble and dust flying. Frames 1 to 6: the spikes burst up in sequence from left to right. Frames 7 to 11: they stand at full height with dust swirling. Frames 12 to 16: they crumble into rubble and dust and fade until the last frame is nearly black.
bladestorm	sheet	a whirling storm of glowing spectral swords circling around the centre of each cell and slashing through it, bright steel-blue light trails. Frames 1 to 4: the swords appear and begin to circle. Frames 5 to 11: they whirl at full speed in a ring of light trails. Frames 12 to 16: they scatter and fade until the last frame is nearly black.
spirit	sheet	a spectral wolf made of glowing blue-white light lunging from the left of each cell to the right with its jaws open, a trail of mist behind it. Frames 1 to 4: the spirit wolf leaps in. Frames 5 to 9: it lunges across the cell, jaws snapping. Frames 10 to 16: it bursts into wisps of light and fades until the last frame is nearly black.
