# Signature moves (Docs/PLAN.md *Skills that look like themselves*): one sentence per family per move,
# written from each family's design and kit and checked against the rules; key, seconds, sentence, role.
# tools/skill_moves.py launch tools/skills/signatures.tsv queues them.
freya_attack_basic	2.0	A proud standing pose, the left arm kept still at the side. The right hand draws back beside the ear, then whips forward in a quick overhand cast toward the target at chest height, the hand snapping open as if hurling a spark of golden light, and settles back to standing. In place.	basic
freya_ultimate	3.5	A proud standing pose, the left arm kept still at the side. The right hand rises to the cheek as if catching a golden tear, then lifts it slowly high to the sky as she rises onto the toes, held a moment, then sweeps outward and forward in one wide arc over the allies, the fingers flicking open as if scattering gold, and she settles back to standing. In place.	ultimate
frigg_attack_basic	2.0	A standing queen's pose, a distaff held upright in the right hand, the left hand resting on the waist. She draws the right hand back beside the right shoulder, then flicks it sharply forward and down, the arm fully extended to point straight at the target at chest height, as if casting out a line of golden thread, and settles back to standing. In place.	basic
frigg_ultimate	3.0	A standing queen's pose, a distaff upright in the right hand. She joins both hands before the chin and bows the head, still for a moment, then lifts the chin as both hands part and sweep quickly forward and outward low at hip height, palms down, never above the waist, as if spreading a cloak of protection over the allies, and settles back to standing. In place.	ultimate
frost_troll_attack_basic	2.0	Fighting stance, hunched on heavy shoulders, a stone club hanging low in each hand. He swings the right club back behind the hip, then heaves it forward and up in one huge underhand uppercut that smashes up through the target's chest, the whole body heaving up behind it and the left arm swinging back, then settles heavily back into the fighting stance. In place.	basic
gladiator_attack_basic	2.0	Fighting stance, a short sword in the right hand. He spreads both arms wide to the crowd with the chest thrown out for a proud moment, then snaps into a quick step forward and a fast rising cut of the sword from low right up across the target's chest to high left, the left arm swinging back, then back to the fighting stance. In place.	basic
guan_yu_attack_basic	2	Fighting stance, tall and dignified, a broad curved sword in the right hand, the left hand at the belt. He draws the sword back past the right hip, then one heavy step forward on the left foot and a powerful flat cut from right to left across the target's chest in a crescent arc, the whole weight behind it, then a measured step back to the fighting stance. In place.	basic
guan_yu_ultimate	3.5	Fighting stance, a broad curved sword in the right hand. He strokes his long beard once with the left hand, then with a thunderous battle cry raises the sword high overhead in both hands, chest thrown out, then a big stamping step forward and one colossal two-handed cleave down across the target from above the right shoulder to the left knee, then back to the fighting stance. In place.	ultimate
hades_attack_basic	2.0	A standing king's pose, the right hand, holding a two-pronged spear, draws back to the right hip and holds it levelled at the target for a still moment of aim, then drives it straight forward at chest height in one short, hard thrust with a small step of the left foot, the left hand closing into a fist, then draws it back and settles back to standing. In place.	basic
hades_ultimate	3.0	A standing king's pose, head bowed, the right hand slowly lifts a two-pronged spear upright to shoulder height, a grim pause, then drives it down to strike the ground beside the right foot with a heavy stamp, fist stopping at the hip, as the left arm sweeps forward and out, low and palm down, splitting the earth beneath the whole enemy line, and settles back to standing. In place.	ultimate
harpy_attack_basic	2.5	Fighting stance, hunched forward with the elbows raised like half-folded wings, then a sudden lunge in and two fast downward rakes: the right hand, holding a dagger, rips straight down the target from high overhead, then the left hand's talons rake down right beside it, and a quick spring back into the hunched fighting stance. In place.	basic
hathor_attack_basic	2.0	A graceful standing pose, a light sway of the hips to the left, then the right arm, holding a rattle, swings out from the right side and around to the front in a flowing flat arc at chest height, the wrist flicking toward the target at the end, and settles back to standing. In place.	basic
hathor_ultimate	3.0	A graceful standing pose, the right hand raises a rattle high overhead and shakes it as the hips sway side to side in a slow dance, the left arm curved low at the side, then a light step forward and both arms swing down and up and outward in a joyful toss, as if scattering petals over the allies, and settles back to standing. In place.	ultimate
heimdall_attack_basic	2.0	Fighting stance, a short sword held low in the right hand. The right arm swings the sword back, up and over the head in one big circle like the arc of a rainbow, and with a firm step forward on the left foot brings it down onto the target in front at chest height, the left hand out for balance, then back to the fighting stance. In place.	basic
heimdall_ultimate	3.0	Fighting stance, a short sword in the right hand. He cups the left hand to the mouth as if sounding a great horn and raises the sword high overhead, the head tipped back in one long call, held a moment, then lunges forward on the left foot and drives the sword straight into the target's chest in one powerful thrust, then back to the fighting stance. In place.	ultimate
hel_attack_basic	2.0	A cold, still standing pose, the head tilted to one side. The right hand rises slowly in front to shoulder height with the fingers curled like claws, then shoots straight forward toward the target at chest height and seizes it as if gripping its heart with a cold touch, holds a moment, and sinks back to standing. In place.	basic
hel_ultimate	3.0	A cold, still standing pose, both hands rise together in front of the chest with the backs touching, then slowly part and spread wide as if forcing open a great iron gate, the head tipping back, held a moment, then both arms thrust forward together with the palms open, pushing a cold wind across the whole enemy line, and she sinks back to standing. In place.	ultimate
hephaestus_attack_basic	2.0	Fighting stance, both hands gripping a big smith's hammer, they swing back low beside the right leg, then a heavy step forward and a rising two-handed uppercut swing up and forward into the target's chest, the hips driving through it and the body rising onto the front foot, then back to the fighting stance. In place.	basic
hephaestus_ultimate	3.0	Fighting stance, a roaring war cry as the right hand flings a big smith's hammer high overhead and whirls it once in a wide circle above the head, the chest thrust out, then the left hand joins it and a big step forward brings it crashing down onto the target with the whole body behind it, as if striking an anvil, then back to the fighting stance. In place.	ultimate
hera_attack_basic	2.0	A standing queen's pose, the chin lifted, the right hand, holding a sceptre, rises to hold it upright in front of the face, then snaps it down and forward to point straight at the target at shoulder height in one sharp, imperious stroke, the left arm still at the side, and settles back to standing. In place.	basic
hera_ultimate	3.0	A standing queen's pose, the chin raised, both arms sweep slowly out to the sides and up into a wide fan above the shoulders like a peacock spreading its tail, the right hand holding a sceptre, held for a moment, then both arms sweep forward and outward, lowering to shoulder height with the palms down like a decree laid over the allies, and settles back to standing. In place.	ultimate
heracles_attack_basic	2.0	Fighting stance, broad and heavy, the right hand, holding a heavy club, swings back and up over the right shoulder, then a stomping step forward with the left foot and a crushing one-handed blow down and across onto the target's shoulder, the hips and torso turning hard behind it and the left arm swinging back, then back to the fighting stance. In place.	basic
heracles_ultimate	3.0	Fighting stance, both hands grip a heavy club and raise it high overhead, the elbows and knees bent as if holding up the sky, straining for a moment, then a roaring heave and a colossal two-handed smash straight down onto the target, the hands stopping at knee height as the knees bend deep and the whole weight crashes behind it, then heaving back up to the fighting stance. In place.	ultimate
hermes_attack_basic	2.0	A standing, light-footed pose on the balls of the feet, the right hand, holding a winged staff, cocks back beside the right shoulder, then a quick springy step onto the left foot, the right leg swinging up behind, as the right arm flicks forward like throwing a dart at the target at chest height, then the right foot comes back down and settles back to standing. In place.	basic
hermes_ultimate	3.5	A standing, light-footed pose, the right hand, holding a winged staff, rises straight up to the sky as he turns once lightly on the spot like a rising whirlwind, the left arm out low, then he stops facing forward and a light step forward swings the staff arm down to point straight ahead over the allies, like a herald sending messengers off, and settles back to standing. In place.	ultimate
hoplite_attack_basic	2.0	Fighting stance, the left fist raised in front of the left shoulder as if bearing a shield and the right hand, holding a short sword, cocked high beside the ear, then a firm, disciplined step forward and a short, hard overhand stab forward and down into the target's chest, then a measured step back to the fighting stance. In place.	basic
horus_attack_basic	2.5	Fighting stance, the right hand holding a curved sword, a quick step in with the left foot and a forehand slash from high right down to low left across the target, then at once a rising backhand slash from low left back up to high right, the left arm back for balance, and a snap back to the fighting stance. In place.	basic
horus_ultimate	3.0	Fighting stance, rising onto the toes as the right hand, holding a curved sword, draws back high behind the head and the left arm points straight at the target for a moment, then a short hop forward and a chop straight down onto the target from overhead, landing with the knees bent deep, then rising back to the fighting stance. In place.	ultimate
idunn_attack_basic	2.0	A standing maiden's pose. The right hand reaches up high as if plucking an apple from a branch above, draws it back beside the ear, then lobs it forward toward the target at chest height in a light overhand arc, lifting onto the toes, the other hand still at the side, and settles back to standing. In place.	basic
idunn_ultimate	3.0	A standing maiden's pose. Both arms rise slowly overhead and sway once to the left and back to the right like young branches in a spring breeze, the body lifting onto the toes, then both hands scoop down and toss forward and up, palms open, as if throwing blossom over the allies, and settles back to standing. In place.	ultimate
isis_attack_basic	2.0	A standing priestess's pose, the right hand, holding a sceptre, lifts from the hip and traces a small, slow loop in the air in front of the chest, then thrusts straight forward toward the target with a small step of the right foot, the left hand opening low at the side, and settles back to standing. In place.	basic
isis_ultimate	3.0	A standing priestess's pose, both arms unfold slowly out to the sides and up into a high V like great wings opening, the chest rising for a moment, then both arms sweep forward and inward in one wide sheltering arc, stopping apart at chest height as if folding wings around the allies, and settles back to standing. In place.	ultimate
jackal_warrior_attack_basic	2.0	Fighting stance, crouched low with the left fist raised as a guard, then a darting lunge on the right foot and a fast straight stab of the right hand, holding a curved dagger, forward into the target's chest, then a quick step back to the fighting stance. In place.	basic
jiangshi_attack_basic	2.5	Fighting stance, stiff and upright like a risen corpse, both arms held straight out in front. Two rigid blows: a stiff hop in place with the feet together, landing as both arms swing up and chop straight down together onto the target's shoulders, then both hands jerk back to the chest and thrust straight forward at its throat, and he stiffens back into the fighting stance. In place.	basic
khnum_attack_basic	2.0	Fighting stance, a short mace in the right hand. He lowers his head like a butting ram and drives forward one heavy step off the back foot, ramming the target at chest height with the head and shoulders, both arms pulled back for power, then back to the fighting stance. In place.	basic
khnum_ultimate	3.0	Fighting stance, a short mace in the right hand. He raises the mace high in front of him with a bellowing war cry, head thrown back, held a moment, then pivots hard on the left foot and brings the mace down and around in a great flat swing that crashes into the target at chest height from right to left, then back to the fighting stance. In place.	ultimate
light_elf_attack_basic	2.0	A light, graceful standing pose, the left arm still at the side. The right fingertips rise to touch the breastbone as if drawing a spark of light out of the heart, then the arm unfolds toward the target and the wrist flicks forward at chest height, loosing it as a dart of starlight, the heels lifting as it goes, and settles back to standing. In place.	basic
loki_attack_basic	2.0	Fighting stance, low and loose, a curved dagger held low in the right hand. The shoulders dip left in a quick feint, then he darts forward off the back foot and the right hand whips up in a short underhand stab into the target's chest, the left arm out for balance, and springs back to the fighting stance. In place.	basic
loki_ultimate	3.0	Fighting stance, a curved dagger in the right hand. He dips into a low, mocking bow with the right arm swept out wide and back, holds it a beat, then springs upright and whips the right arm forward and across from right to left in one flat sidearm throw at chest height, as if fanning knives across the whole enemy line, and settles back into the fighting stance. In place.	ultimate
maat_attack_basic	2.0	A poised standing pose, then the right hand holding a small gold talisman sweeps up from beside the thigh in a light, rising underhand arc and flicks forward toward the target at chest height, as if releasing a feather onto the air, the left hand open at the side, and settles back to standing. In place.	basic
maat_ultimate	3.0	A poised standing pose, both arms rise slowly forward and up into a wide V above the head, palms to the sky, the chest lifting as she comes up onto her toes for a moment, then both arms sweep outward and forward in two wide, gracious arcs of blessing over the allies, palms turning down, as she settles onto her heels and back to standing. In place.	ultimate
mars_attack_basic	2.0	Fighting stance, the right hand holding a short sword drawn back beside the hip, point forward. A heavy, stamping step forward on the left foot and the sword punches straight into the target's belly, the whole body driving in behind it and the left arm sweeping back, the wrist giving the blade a vicious twist, then back to the fighting stance. In place.	basic
mars_ultimate	3.0	Fighting stance, a short sword in the right hand. He raises the sword high overhead and flings the left arm wide, chest out and head back in a battle roar, held a moment, then lunges deep onto the left foot as the sword cleaves down from high right to low left in one huge arc through the whole enemy line, then back to the fighting stance. In place.	ultimate
medjay_attack_basic	2.0	A standing archer's pose, the bow in the left hand. A quick half-step forward into a low scout's crouch as the left arm snaps the bow up toward the target's chest and the right hand draws the string back to the cheek, then looses at once, the right hand flying back past the ear, and settles back to standing. In place.	basic
medusa_attack_basic	2.0	A standing, coiled pose, the upper body rears back with a slow sway like a snake about to strike, the right hand raised beside the head with the fingers hooked like fangs, then the body and the right arm dart forward together in one fast strike toward the target at chest height, and recoils and settles back to standing. In place.	basic
mercury_attack_basic	2.5	Fighting stance, bouncing lightly on the toes, a short winged wand in the right hand. He darts in with two lightning strikes: a sharp rap of the wand down onto the target's wrist, then at once a jab up under its chin, the left hand up and open and the feet never still, then a light skip back to the fighting stance. In place.	basic
mercury_ultimate	3.0	Fighting stance, a short winged wand in the right hand. He bounces on the toes and dips low, coiled a moment, then pivots on the ball of the left foot and whips the right leg round and forward in a roundhouse kick, the shin and heel smashing into the target's ribs at chest height, arms flung wide, then sets the foot down light, back in the fighting stance. In place.	ultimate
minerva_attack_basic	2.0	A composed standing pose, the left hand resting at the waist. The right forearm rises level before the right shoulder, the fist up as if an owl perched on it, then the arm pushes forward and a little up in one smooth falconer's toss toward the target at chest height, the hand opening as the bird is loosed, and settles back to standing. In place.	basic
minerva_ultimate	3.0	A composed standing pose, both hands meet before the chest, fingertips touching, then draw slowly apart and upward as if stretching a thread of light between them until the arms stand wide above the head, held a moment, then both arms sweep forward and down in one broad cast, palms up, as if throwing a woven net of light over the allies, and settles back to standing. In place.	ultimate
minotaur_attack_basic	2.0	Fighting stance, hunched with the head lowered and the chin tucked, a heavy stamping step forward as the upper body drives low into the target, then heaves up and twists to the right in one violent upward toss of the head, as if hooking the target on the horns and flinging it over the right shoulder, the arms braced low, then back to the fighting stance. In place.	basic
mummy_attack_basic	2.0	Fighting stance, stiff and hunched with both arms half raised in front, then a slow lurching step forward on the right foot, both arms reaching straight out at chest height with the right hand leading, the hands clawing shut on the target and yanking it down hard toward the waist, then a stiff step back to the fighting stance. In place.	basic
nephthys_attack_basic	2.0	A standing mourner's pose, the head bows and the right hand rises before the face in grief, then the head lifts sharply as the right arm flings forward and open toward the target at chest height, the fingers spread as if hurling a wail, and settles back to standing. In place.	basic
nephthys_ultimate	3.0	A standing mourner's pose, both arms sweep slowly up and out to the sides like a great bird opening its wings, the chest lifting and the head tipping back in a mourning cry for a moment, then both arms beat down and forward at once in one powerful wingbeat toward the enemy line, the body bowing into it, and settles back to standing. In place.	ultimate
neptune_attack_basic	2.0	Fighting stance, the right hand holding a short trident low beside the right knee, tines forward, the left arm out for balance. He sinks a little, then surges up and forward off the back foot, driving the trident up in one rising underhand thrust into the target's chest like a wave breaking against a rock, the body rising behind it, then back to the fighting stance. In place.	basic
neptune_ultimate	3.0	Fighting stance, a short trident in the right hand. Rearing like a stallion, he lifts the right knee high and the trident high overhead with a roar, the left fist hauling back as if reining in horses, held a moment, then stamps the foot down and lunges, driving the trident straight forward into the target's chest in one long thrust, then back to the fighting stance. In place.	ultimate
nezha_attack_basic	2	Fighting stance, fierce and alert, a short baton in the right hand. A quick step in on the left foot and a whip-fast diagonal strike of the baton down across the target from above the right shoulder to the left hip, the left arm flung back for balance, then a light step back to the fighting stance. In place.	basic
nezha_ultimate	3	Fighting stance, a short baton in the right hand. He sinks low with both arms drawn back, gathering for a moment, then swings the right leg up and around in one huge roundhouse kick that sweeps across the whole enemy line at chest height, the arms flung wide for balance, without spinning round, and stamps the foot down back into the fighting stance. In place.	ultimate
nike_attack_basic	2.5	Fighting stance, light on the toes, a quick step forward and two fast flat cuts of the right hand, holding a short sword, across the target's chest: a forehand from right to left, then at once a backhand from left to right, the left arm swept back like a wing for balance, and a light step back to the fighting stance. In place.	basic
nike_ultimate	3.0	Fighting stance, the chest lifts and both arms sweep back wide behind the body like opening wings, the right hand holding a short sword, rising onto the toes for a moment, then a short hop forward as the right arm whips over the top in a diving cut down onto the target's head, landing with the knees bent, then back to the fighting stance. In place.	ultimate
njord_attack_basic	2.0	Fighting stance, a short knife in the right hand. He leans forward from the hips and jabs the knife straight into the target's chest at arm's length, the left hand braced on the front thigh, and draws back upright with the whole body as if pulling an oar, then back to the fighting stance. In place.	basic
njord_ultimate	3.0	Fighting stance, a short knife in the right hand. He rocks back onto the rear foot with the knife raised high overhead and bellows, like a wave drawing back from the shore, for a second, then surges forward onto the front foot and crashes the knife straight down onto the target's chest like a breaking wave, the body folding behind the blow, then back to the fighting stance. In place.	ultimate
nuwa_attack_basic	2	A standing, majestic pose. Both hands swing a heavy lump of clay up and back over the head, then she steps forward on the left foot and hurls it straight at the target in one two-handed overhead throw, the body leaning into it and both arms following through toward the target at chest height, and settles back to standing. In place.	basic
nuwa_ultimate	3	A standing, majestic pose. Both palms up before the chest as if bearing a glowing stone, she bends the knees, then rises onto the toes and pushes both hands straight up overhead, pressing the stone into a tear in the sky, held a moment, then the hands part and both arms sweep outward and forward over the allies, palms open, and she settles back to standing. In place.	ultimate
nymph_attack_basic	2.0	A light standing pose, the knees bending softly as the right hand dips low beside the right hip as if scooping water from a spring, then the arm sweeps up and forward in an underhand fling toward the target at chest height, the fingers flicking open to splash it and the body rising onto the toes, and settles back to standing. In place.	basic
odin_attack_basic	2.0	A stern, upright standing pose, feet planted, the right hand draws back beside the ear as the left arm points at the target, then the weight shifts forward as the right arm drives straight ahead in a flat javelin throw at the target at chest height, finishing with the right arm pointed at the target and the chest facing it, and settles back to standing. In place.	basic
odin_ultimate	3.0	A stern, upright standing pose, both fists thrust up to the sky in a wide V as the head tips back in a long battle call and the chest swells, held for a moment, then a step forward as both arms swing down and forward to point ahead at shoulder height, the hands opening, driving the allies onward, and settles back to standing. In place.	ultimate
osiris_attack_basic	2.0	A standing king's pose, the right forearm, holding a crook, rises beside the shoulder and whips forward and down in a short, sharp lash toward the target, like cracking a whip, the weight shifting onto the front foot, then settles back to standing. In place.	basic
